Rank;Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
14913;Monster Mayhem: Build and Battle;DS;2009;Simulation;Zushi Games;0.02;0;0;0;0.02
14920;ZooCube;GC;2002;Puzzle;Acclaim Entertainment;0.02;0;0;0;0.02
14928;Tube Slider;GC;N/A;Racing;Unknown;0.02;0;0;0;0.02
14933;ParaWorld;PC;2006;Strategy;Deep Silver;0;0.02;0;0;0.02
14936;Pharaoh;PC;1998;Strategy;Vivendi Games;0;0.02;0;0;0.02
14941;Stake: Fortune Fighters;XB;2003;Fighting;Metro 3D;0.02;0.01;0;0;0.02
14942;Serious Sam Advance;GBA;2004;Shooter;Global Star;0.02;0.01;0;0;0.02
14943;The Settlers: Rise of an Empire;PC;2007;Strategy;Ubisoft;0.01;0.01;0;0;0.02
14948;Warhammer Online: Age of Reckoning;PC;2008;Role-Playing;GOA;0;0.02;0;0;0.02
14952;No More Heroes: Heroes' Paradise;X360;2010;Action;Marvelous Interactive;0;0;0.02;0;0.02
14954;World Series of Poker 2008: Battle for the Bracelets;PSP;2007;Misc;Activision;0.02;0;0;0;0.02
14956;Cold War;XB;2005;Shooter;DreamCatcher Interactive;0.02;0.01;0;0;0.02
14960;NBA Starting Five;XB;2002;Sports;Konami Digital Entertainment;0.02;0.01;0;0;0.02
14963;LEGO Harry Potter: Years 1-4;PC;2010;Action;Warner Bros. Interactive Entertainment;0.01;0.01;0;0;0.02
14966;Carmen Sandiego: The Secret of the Stolen Drums;XB;2004;Action;BAM! Entertainment;0.02;0.01;0;0;0.02
14968;Chili Con Carnage;PSP;2007;Shooter;Eidos Interactive;0;0.02;0;0.01;0.02
14972;Pony Luv;DS;2008;Simulation;GSP;0.02;0;0;0;0.02
14976;Demigod;PC;2009;Strategy;Atari;0;0.02;0;0;0.02
14984;Star Trek Online;PC;2010;Role-Playing;Atari;0;0.02;0;0;0.02
14991;AMF Xtreme Bowling;PS2;2006;Sports;Mastertronic;0.01;0.01;0;0;0.02
14992;Total Overdose: A Gunslinger's Tale in Mexico;XB;2005;Shooter;Eidos Interactive;0.02;0.01;0;0;0.02
14993;Bomberman Fantasy Race;PS;1998;Racing;Virgin Interactive;0.01;0.01;0;0;0.02
14994;Colin McRae Rally 2.0;GBA;2002;Racing;Codemasters;0.02;0.01;0;0;0.02
14999;Bust-A-Move;3DO;1994;Puzzle;Micro Cabin;0;0;0.02;0;0.02
15001;Payout Poker & Casino;PSP;N/A;Misc;Unknown;0.02;0;0;0;0.02
15007;Tom Clancy's Rainbow Six: Vegas 2;PC;2008;Shooter;Ubisoft;0;0.02;0;0;0.02
15011;George of the Jungle and the Search for the Secret;Wii;2008;Platform;Ignition Entertainment;0.02;0;0;0;0.02
15012;AirForce Delta Storm;GBA;2002;Shooter;Konami Digital Entertainment;0.02;0.01;0;0;0.02
15014;Peter Pan in Disney's Return to Never Land;PS;2002;Platform;Sony Computer Entertainment;0.01;0.01;0;0;0.02
15017;SimCity Societies;PC;2007;Simulation;Electronic Arts;0;0.02;0;0;0.02
15026;Brothers in Arms: Hell's Highway;PC;2008;Shooter;Ubisoft;0;0.02;0;0;0.02
15028;Future Tactics: The Uprising;GC;2004;Strategy;JoWood Productions;0.02;0;0;0;0.02
15029;Stronghold Crusader Extreme;PC;2008;Strategy;Gamecock;0;0.02;0;0;0.02
15030;Kensei: Sacred Fist;PS;1997;Fighting;Konami Digital Entertainment;0.01;0.01;0;0;0.02
15034;Cities XL 2011;PC;2010;Simulation;Focus Home Interactive;0;0.02;0;0;0.02
15035;Kung Fu Panda;PC;2008;Action;Activision;0;0.02;0;0;0.02
15041;Steins;;;;;;;;;
15042;Thunderbirds;GBA;2004;Shooter;Vivendi Games;0.02;0.01;0;0;0.02
15046;Inkheart;DS;2009;Adventure;DreamCatcher Interactive;0.02;0;0;0;0.02
15047;Street Fighter X Tekken;PC;2012;Fighting;Capcom;0;0.02;0;0;0.02
15049;Ceville;PC;2009;Action;Kalypso Media;0;0.02;0;0;0.02
15051;Total Immersion Racing;XB;2002;Racing;Empire Interactive;0.02;0.01;0;0;0.02
15052;Totally Spies! 2: Undercover;DS;2006;Action;Atari;0.01;0.01;0;0;0.02
15060;Cocoto Magic Circus;Wii;2008;Shooter;Neko Entertainment;0.02;0;0;0;0.02
15063;DemiKids: Dark Version;GBA;2002;Role-Playing;Atlus;0.02;0.01;0;0;0.02
15064;Mage Knight: Destiny's Soldier;DS;2006;Strategy;Namco Bandai Games;0.02;0;0;0;0.02
15066;Blender Bros.;GBA;2002;Platform;Unknown;0.02;0.01;0;0;0.02
15068;F1 Race Stars;PC;2012;Racing;Codemasters;0;0.02;0;0;0.02
15069;DemiKids: Light Version;GBA;2002;Role-Playing;Atlus;0.02;0.01;0;0;0.02
15077;Bottom of the 9th '97;PS;1997;Sports;Konami Digital Entertainment;0.01;0.01;0;0;0.02
15080;Line Rider 2: Unbound;Wii;2008;Puzzle;Deep Silver;0.02;0;0;0;0.02
15085;Prison Architect;PS4;2016;Action;Introversion Software;0.01;0.01;0;0;0.02
15089;Rugby League Live 3;PS4;2015;Action;Tru Blu Entertainment;0;0.02;0;0;0.02
15090;Tom Clancy's EndWar;PC;2009;Strategy;Ubisoft;0;0.02;0;0;0.02
15092;Left 4 Dead;PC;2008;Shooter;Electronic Arts;0;0.02;0;0;0.02
15096;Toxic Grind;XB;2002;Sports;THQ;0.02;0;0;0;0.02
15097;DiRT;PC;2007;Racing;Codemasters;0;0.02;0;0;0.02
15098;Kawasaki Jet Ski;Wii;2008;Racing;Metro 3D;0.02;0;0;0;0.02
15108;Frontlines: Fuel of War;PC;2008;Shooter;THQ;0;0.02;0;0;0.02
15112;Grey's Anatomy: The Video Game;PC;2009;Adventure;Ubisoft;0;0.02;0;0;0.02
15119;Summon Night: Swordcraft Story;GBA;2003;Role-Playing;Banpresto;0.02;0.01;0;0;0.02
15120;Samurai Shodown V;XB;2006;Fighting;Ignition Entertainment;0.02;0;0;0;0.02
15121;Pro Fishing Challenge;XB;2004;Sports;Atlus;0.02;0;0;0;0.02
15124;Test Drive Unlimited;PC;2007;Racing;Atari;0;0.02;0;0;0.02
15130;Ice Age: Dawn of the Dinosaurs;PC;2009;Action;Activision;0.02;0;0;0;0.02
15136;RedCard 20-03;GC;2002;Sports;Midway Games;0.02;0;0;0;0.02
15137;Homeworld;PC;1998;Strategy;Vivendi Games;0;0.02;0;0;0.02
15138;Freestyle Metal X;XB;2003;Racing;Midway Games;0.02;0;0;0;0.02
15141;Plants vs. Zombies: Garden Warfare;PC;2014;Shooter;Electronic Arts;0;0.02;0;0;0.02
15142;Max Payne;PC;2001;Shooter;Take-Two Interactive;0;0.02;0;0;0.02
15147;Overlord;PC;2007;Strategy;Codemasters;0;0.02;0;0;0.02
15148;Sacred 3;PC;2014;Role-Playing;Deep Silver;0;0.02;0;0;0.02
15153;Rocket League;PC;2016;Sports;505 Games;0.01;0.01;0;0;0.02
15154;Balls of Fury;Wii;2007;Sports;Zoo Digital Publishing;0.02;0;0;0;0.02
15156;Rugby World Cup 2015;XOne;2015;Sports;Ubisoft;0;0.02;0;0;0.02
15161;SBK: Snowboard Kids;DS;2005;Sports;Rising Star Games;0.02;0;0;0;0.02
15163;Jojo's Bizarre Adventure;PS;1999;Fighting;Virgin Interactive;0.01;0.01;0;0;0.02
15164;Lode Runner;DS;2006;Puzzle;Hudson Entertainment;0;0;0.02;0;0.02
15167;Evolution Snowboarding;PS2;2002;Sports;Konami Digital Entertainment;0.01;0.01;0;0;0.02
15170;Freedom Wings;DS;2006;Simulation;Natsume;0.02;0;0;0;0.02
15177;Mount & Blade;PC;2008;Role-Playing;Paradox Interactive;0;0.02;0;0;0.02
15179;Eureka Seven Vol. 2: The New Vision;PS2;2006;Shooter;Namco Bandai Games;0;0;0.02;0;0.02
15181;Puzzle Challenge: Crosswords and More!;PS2;2006;Puzzle;Crave Entertainment;0.01;0.01;0;0;0.02
15185;Quake 4;PC;2005;Shooter;Activision;0;0.02;0;0;0.02
15193;Fuel;PC;2009;Racing;Codemasters;0;0.02;0;0;0.02
15194;Serious Sam: Next Encounter;GC;2004;Shooter;Global Star;0.02;0;0;0;0.02
15199;Knight's Apprentice: Memorick's Adventures;XB;2004;Action;Microids;0.02;0;0;0;0.02
15201;Darksiders;PS3;2010;Action;THQ;0.01;0.01;0;0;0.02
15203;Indigo Prophecy;PC;2005;Adventure;Atari;0;0.02;0;0;0.02
15208;FIFA Soccer 09;PC;2008;Sports;Electronic Arts;0;0.02;0;0;0.02
15209;The Lord of the Rings: The Battle for Middle-Earth II;PC;2006;Strategy;Electronic Arts;0.01;0.01;0;0;0.02
15210;Ballblazer Champions;PS;1997;Sports;CTO SpA;0.01;0.01;0;0;0.02
15211;Steal Princess;DS;N/A;Platform;Unknown;0.02;0;0;0;0.02
15212;So Blonde;PC;2008;Adventure;Eidos Interactive;0;0.02;0;0;0.02
15221;Iron Phoenix;XB;2005;Fighting;Sega;0.02;0;0;0;0.02
15222;Legend: Hand of God;PC;2007;Role-Playing;DTP Entertainment;0;0.02;0;0;0.02
15231;The Fast and the Furious;PSP;2007;Racing;Deep Silver;0.02;0;0;0;0.02
15233;Carmen Sandiego: The Secret of the Stolen Drums;GC;2004;Action;BAM! Entertainment;0.02;0;0;0;0.02
15250;Kao Challengers;PSP;2005;Platform;Atari;0.02;0;0;0;0.02
15252;Order of War;PC;2009;Strategy;Square Enix;0;0.01;0;0;0.02
15253;Terminator 3: The Redemption;GC;2004;Shooter;Atari;0.02;0;0;0;0.02
15254;Painkiller;PC;2004;Shooter;DreamCatcher Interactive;0;0.02;0;0;0.02
15260;Spider-Man: Web of Shadows;PC;2008;Action;Activision;0;0.02;0;0;0.02
15261;Dakar 2: The World's Ultimate Rally;XB;2003;Racing;Acclaim Entertainment;0.02;0;0;0;0.02
15264;Mario Tennis;3DS;N/A;Sports;N/A;0;0;0.02;0;0.02
15266;Dragon's Lair;DS;2010;Platform;Destineer;0.02;0;0;0;0.02
15268;Whiteout;PS2;2002;Racing;Konami Digital Entertainment;0.01;0.01;0;0;0.02
15270;Dungeon Defenders;PC;2011;Role-Playing;Unknown;0.02;0;0;0;0.02
15272;Sniper Elite V2;WiiU;2013;Shooter;505 Games;0;0.02;0;0;0.02
15277;Taito Legends 2;PS2;2006;Misc;Empire Interactive;0.01;0.01;0;0;0.02
15279;Kill.Switch;GBA;2004;Shooter;Zoo Digital Publishing;0.02;0.01;0;0;0.02
15285;Jake Hunter: Detective Chronicles;DS;2008;Adventure;Aksys Games;0.02;0;0;0;0.02
15287;Don Bradman Cricket 14;PS3;2014;Sports;Tru Blu Entertainment;0;0.02;0;0;0.02
15294;Stormrise;PC;2009;Strategy;Sega;0;0.02;0;0;0.02
15298;Casper: Spirit Dimensions;GC;2002;Platform;TDK Mediactive;0.02;0;0;0;0.02
15305;Spider-Man 3;PC;2007;Platform;Activision;0.02;0;0;0;0.02
15314;The King of Fighters NeoWave;XB;2006;Fighting;SNK Playmore;0.02;0;0;0;0.02
15315;Super PickUps;PS2;2007;Racing;XS Games;0.01;0.01;0;0;0.02
15316;Puzzle Quest: Challenge of the Warlords;PSP;2007;Puzzle;D3Publisher;0.01;0;0;0;0.02
15317;Aquanaut's Holiday;PS;1995;Adventure;Sony Computer Entertainment;0.01;0.01;0;0;0.02
15322;Wakeboarding Unleashed Featuring Shaun Murray;GBA;2003;Sports;Aspyr;0.01;0.01;0;0;0.02
15330;Commando: Steel Disaster;DS;2008;Shooter;Lexicon Entertainment;0.02;0;0;0;0.02
15332;Hellgate: London;PC;2007;Role-Playing;Electronic Arts;0;0.02;0;0;0.02
15341;Dead Rising;PS4;2016;Action;Capcom;0.01;0;0;0;0.02
15342;Homefront: The Revolution;PC;2016;Shooter;Deep Silver;0;0.02;0;0;0.02
15344;The Technomancer;XOne;2016;Role-Playing;Focus Home Interactive;0.01;0.01;0;0;0.02
15346;TOCA Race Driver 3;PC;2006;Racing;Codemasters;0;0.02;0;0;0.02
15351;Disney Sports Football;GBA;2002;Sports;Unknown;0.01;0.01;0;0;0.02
15352;Oil Rush;PC;2012;Strategy;Iceberg Interactive;0;0.02;0;0;0.02
15354;Chicken Hunter;DS;2007;Shooter;Phoenix Games;0.02;0;0;0;0.02
15357;Headhunter: Redemption;XB;2004;Action;Sega;0.02;0;0;0;0.02
15364;Prehistorik Man;GBA;2001;Platform;THQ;0.01;0.01;0;0;0.02
15365;F1 2002;GBA;2002;Racing;Destination Software, Inc;0.01;0.01;0;0;0.02
15366;Chicago Enforcer;XB;2005;Shooter;Kemco;0.02;0;0;0;0.02
15375;Super Bowling;N64;1999;Sports;Athena;0.02;0;0;0;0.02
15385;Silent Bomber;PS;1999;Action;Virgin Interactive;0.01;0.01;0;0;0.02
15402;Motocross Mania 3;XB;2005;Racing;Take-Two Interactive;0.01;0;0;0;0.02
15409;Fist of the North Star: Ken's Rage 2;WiiU;2013;Fighting;Tecmo Koei;0;0;0.02;0;0.02
15412;Deus Ex: Mankind Divided;PC;2016;Role-Playing;Square Enix;0;0.02;0;0;0.02
15414;Backyard Baseball '09;PS2;2008;Sports;Atari;0.01;0.01;0;0;0.02
15415;Puzzle City;DS;2009;Puzzle;Destineer;0.02;0;0;0;0.02
15417;Worms;X360;2007;Strategy;Microsoft Game Studios;0;0.02;0;0;0.02
15420;Trapped Dead;PC;2011;Strategy;Iceberg Interactive;0;0.02;0;0;0.02
15428;Malice;PS2;2004;Platform;Evolved Games;0.01;0.01;0;0;0.02
15429;Defendin' De Penguin;DS;2008;Strategy;Zushi Games;0.02;0;0;0;0.02
15433;Heroes of the Pacific;PC;2005;Simulation;Codemasters;0;0.02;0;0;0.02
15436;Mount & Blade: Warband;PC;2010;Role-Playing;Paradox Interactive;0.01;0.01;0;0;0.02
15439;Painkiller: Hell & Damnation;X360;2013;Shooter;Nordic Games;0;0.01;0;0;0.02
15440;Resident Evil Zero;PC;2016;Action;Capcom;0.01;0.01;0;0;0.02
15442;Nervous Brickdown;DS;2007;Puzzle;Eidos Interactive;0;0.01;0;0;0.02
15444;Mini Ninjas;PC;2009;Action;Eidos Interactive;0;0.02;0;0;0.02
15446;NHL 09;PC;2008;Sports;Electronic Arts;0;0.02;0;0;0.02
15448;Battle Princess of Arcadias;PS3;2013;Role-Playing;Nippon Ichi Software;0;0;0.02;0;0.02
15456;Car Battler Joe;GBA;2001;Role-Playing;Victor Interactive;0.01;0.01;0;0;0.02
15457;Vietcong;PC;2003;Shooter;Gathering of Developers;0;0.02;0;0;0.02
15459;Digimon Rumble Arena 2;XB;2004;Fighting;Atari;0.01;0;0;0;0.02
15460;Steins;;;;;;;;;
15461;Ten Pin Alley 2;Wii;2008;Sports;XS Games;0.02;0;0;0;0.02
15463;Starship Troopers;PC;2005;Shooter;Empire Interactive;0;0.02;0;0;0.02
15469;Mighty No. 9;WiiU;2016;Platform;Deep Silver;0.01;0.01;0;0;0.02
15471;Tycoon City: New York;PC;2006;Strategy;Atari;0;0.02;0;0;0.02
15485;Tom Clancy's Splinter Cell Classic Trilogy HD;PS3;2011;Action;Ubisoft;0.02;0;0;0;0.02
15487;Rainbow Islands Revolution;DS;2005;Platform;Rising Star Games;0.01;0;0;0;0.02
15489;Virtual Kasparov;GBA;2002;Strategy;Titus;0.01;0.01;0;0;0.02
15495;Commandos 3: Destination Berlin;PC;2003;Strategy;Eidos Interactive;0;0.02;0;0;0.02
15497;Speed Kings;GC;2003;Racing;Acclaim Entertainment;0.01;0;0;0;0.02
15505;Hogs of War;PS;2000;Strategy;Infogrames;0.01;0.01;0;0;0.02
15513;Uru: Ages Beyond Myst;PC;2003;Adventure;Ubisoft;0;0.02;0;0;0.02
15521;Chrysler Classic Racing;DS;2008;Racing;Zoo Games;0.02;0;0;0;0.02
15524;Charlie's Angels;GC;2003;Action;Ubisoft;0.01;0;0;0;0.02
15531;Rugby 06;XB;2006;Sports;Electronic Arts;0.01;0;0;0;0.02
15537;Urban Chaos: Riot Response;XB;2006;Shooter;Eidos Interactive;0.01;0;0;0;0.02
15540;The Mummy;GBA;2002;Action;Ubisoft;0.01;0;0;0;0.02
15542;The Talos Principle;PS4;2015;Puzzle;Devolver Digital;0;0.02;0;0;0.02
15543;The Crow: City of Angels;PS;1997;Action;Acclaim Entertainment;0.01;0.01;0;0;0.02
15544;Legendary;PC;2008;Shooter;Atari;0;0.01;0;0;0.02
15549;Broken Sword: The Sleeping Dragon;XB;2003;Adventure;THQ;0.01;0;0;0;0.02
15556;Super Dodge Ball;NG;1995;Sports;Technos Japan Corporation;0;0;0.02;0;0.02
15561;Garfield's Nightmare;DS;2007;Platform;Game Factory;0.01;0;0;0;0.02
15568;Pirates of the Burning Sea;PC;2008;Role-Playing;Koch Media;0;0.01;0;0;0.02
15571;Micro Machines V4;PSP;2006;Racing;Codemasters;0.01;0;0;0;0.02
15574;WorldShift;PC;2009;Strategy;Playlogic Game Factory;0.02;0;0;0;0.02
15592;Peggle Nights;PC;2008;Puzzle;PopCap Games;0;0.01;0;0;0.02
15594;Puzzle Guzzle;PSP;2007;Puzzle;DHM Interactive;0.02;0;0;0;0.02
15597;Myth Makers: Super Kart GP;Wii;2007;Racing;Popcorn Arcade;0.01;0;0;0;0.02
15598;Red Ninja: End of Honor;XB;2005;Action;Vivendi Games;0.01;0;0;0;0.02
15604;Command & Conquer 3: Kane's Wrath;PC;2008;Strategy;Electronic Arts;0;0.01;0;0;0.02
15608;James Bond 007: Blood Stone;PC;2010;Shooter;Activision;0.02;0;0;0;0.02
15611;Kong: The Animated Series;GBA;2002;Action;BAM! Entertainment;0.01;0;0;0;0.02
15614;Agatha Christie: Death on the Nile;PC;2008;Adventure;Big Fish Games;0;0.01;0;0;0.02
15620;Iridium Runners;PS2;2008;Racing;SouthPeak Games;0.01;0.01;0;0;0.02
15625;Tiny Toon Adventures: Wacky Stackers;GBA;2001;Puzzle;Conspiracy Entertainment;0.01;0;0;0;0.02
15627;Rock Blast;Wii;2010;Puzzle;UFO Interactive;0.02;0;0;0;0.02
15629;Tomb Raider: Legend;PC;2006;Action;Eidos Interactive;0;0.01;0;0;0.02
15630;Emergency Mayhem;Wii;2008;Racing;Codemasters;0.02;0;0;0;0.02
15631;Rising Zan: The Samurai Gunman;PS;1998;Action;Agetec;0.01;0.01;0;0;0.02
15640;RoboCop;XB;2003;Shooter;Titus;0.01;0;0;0;0.02
15642;Lara Croft and the Temple of Osiris;PC;2014;Action;Square Enix;0;0.02;0;0;0.02
15647;NHL 2K3;GC;2002;Sports;Sega;0.01;0;0;0;0.02
15650;The Hustle: Detroit Streets;XB;2006;Sports;Activision;0.01;0;0;0;0.02
15651;Tail of the Sun;PS;1996;Role-Playing;ArtDink;0.01;0.01;0;0;0.02
15653;Space Channel 5: Ulala's Cosmic Attack;GBA;2002;Misc;Atari;0.01;0;0;0;0.02
15654;Airline Tycoon;PC;2000;Simulation;Interplay;0;0.01;0;0;0.02
15655;Virtua Quest;PS2;N/A;Role-Playing;Unknown;0.01;0.01;0;0;0.02
15656;Disney Sports Basketball;GBA;2002;Sports;Konami Digital Entertainment;0.01;0;0;0;0.02
15658;Ozzy & Drix;GBA;2003;Platform;Midway Games;0.01;0;0;0;0.02
15659;Barnyard Blast: Swine of the Night;DS;2008;Platform;Big Ben Interactive;0.02;0;0;0;0.02
15661;Song of the Deep;PC;2016;Action;Insomniac Games;0.02;0;0;0;0.02
15664;Disney Sports Football;GC;2002;Sports;Konami Digital Entertainment;0.01;0;0;0;0.02
15670;Pulse Racer;XB;2003;Racing;Jaleco;0.01;0;0;0;0.02
15671;Freestyle Metal X;GC;2003;Racing;Midway Games;0.01;0;0;0;0.02
15673;NEVES;DS;2007;Puzzle;Ignition Entertainment;0.01;0;0;0;0.02
15674;Unreal Tournament 2004;PC;2004;Shooter;Atari;0;0.01;0;0;0.02
15677;Rogue Trooper;XB;2006;Shooter;Eidos Interactive;0.01;0;0;0;0.02
15678;Spirits & Spells;GC;2003;Platform;Wanadoo;0.01;0;0;0;0.02
15680;Balls of Fury;DS;2007;Sports;Zoo Digital Publishing;0.02;0;0;0;0.02
15682;The Longest Journey;PC;1999;Adventure;Empire Interactive;0;0.01;0;0;0.02
15684;Stronghold Legends;PC;2006;Strategy;Take-Two Interactive;0;0.01;0;0;0.02
15688;Golden Nugget Casino DS;DS;2005;Misc;Majesco Entertainment;0.02;0;0;0;0.02
15695;Syberia II;PC;2004;Adventure;MC2 Entertainment;0;0.01;0;0;0.02
15702;Lost: Via Domus;PC;2008;Action;Ubisoft;0;0.01;0;0;0.02
15709;Pirates: Legend of the Black Buccaneer;PS2;2006;Adventure;10TACLE Studios;0.01;0.01;0;0;0.02
15710;Back to the Future: The Game;XOne;2015;Adventure;Telltale Games;0;0.02;0;0;0.02
15711;Post Mortem;PC;2003;Adventure;Microids;0;0.01;0;0;0.02
15717;This War of Mine;PS4;2016;Action;Deep Silver;0;0.01;0;0;0.02
15720;Without Warning;XB;N/A;Shooter;Capcom;0.01;0;0;0;0.02
15728;Disciples III: Renaissance;PC;2010;Strategy;Kalypso Media;0;0.01;0;0;0.02
15731;Final Fight: Streetwise;XB;2006;Action;Capcom;0.01;0;0;0;0.02
15732;Goblin Commander: Unleash the Horde;GC;2003;Strategy;Jaleco;0.01;0;0;0;0.02
15738;Cookie & Cream;DS;2007;Platform;505 Games;0.01;0;0;0;0.02
15741;Clue / Mouse Trap / Perfection / Aggravation;DS;2006;Misc;Unknown;0.02;0;0;0;0.02
15748;LEGO Star Wars II: The Original Trilogy;PC;2006;Action;Activision;0;0.01;0;0;0.02
15751;Just Cause;PC;2006;Action;Eidos Interactive;0;0.01;0;0;0.02
15753;Blazing Angels: Squadrons of WWII;PC;2006;Simulation;Ubisoft;0.01;0;0;0;0.02
15758;Battle Engine Aquila;XB;2003;Shooter;Atari;0.01;0;0;0;0.02
15762;Puzzle Chronicles;DS;2010;Puzzle;Konami Digital Entertainment;0.01;0;0;0;0.02
15763;Discworld II: Mortality Bytes!;PS;1996;Adventure;Psygnosis;0.01;0.01;0;0;0.02
15766;Divinity: Original Sin;PC;2014;Role-Playing;Focus Home Interactive;0;0.02;0;0;0.02
15770;Still Life 2;PC;2009;Adventure;Rondomedia;0;0.01;0;0;0.02
15777;Army Men: Major Malfunction;XB;2006;Shooter;Global Star;0.01;0;0;0;0.02
15780;Worms World Party;PC;2001;Strategy;Virgin Interactive;0;0.01;0;0;0.02
15784;Gears of War;PC;2007;Shooter;Microsoft Game Studios;0;0.01;0;0;0.02
15788;Colin McRae Rally 2005;PC;2004;Racing;Codemasters;0;0.01;0;0;0.02
15790;LEGO Star Wars: The Video Game;PC;2005;Action;Eidos Interactive;0;0.01;0;0;0.02
15792;Dark Void;PC;2010;Action;Capcom;0;0.01;0;0;0.02
15794;Irritating Stick;PS;1998;Action;Saurus;0.01;0.01;0;0;0.02
15795;WTA Tour Tennis;GBA;2002;Sports;Konami Digital Entertainment;0.01;0;0;0;0.02
15798;Star Trek: Legacy;PC;2006;Simulation;Ubisoft;0;0.01;0;0;0.02
15799;NHL 16;X360;2015;Sports;Electronic Arts;0;0.02;0;0;0.02
15800;Wall-E;PC;2008;Platform;THQ;0;0.01;0;0;0.02
15802;Davis Cup Tennis;GBA;2002;Sports;Ubisoft;0.01;0;0;0;0.02
15804;XCOM 2;XOne;2016;Strategy;Take-Two Interactive;0.01;0.01;0;0;0.02
15817;Konductra;DS;2006;Puzzle;O3 Entertainment;0.02;0;0;0;0.02
15818;Samurai Jack: The Shadow of Aku;GC;2004;Action;Sega;0.01;0;0;0;0.02
15820;Platypus;PSP;2006;Shooter;Funsta;0.02;0;0;0;0.02
15821;Command & Conquer 4: Tiberian Twilight;PC;2010;Strategy;Electronic Arts;0;0.01;0;0;0.02
15822;The Incredibles: Rise of the Underminer;PC;2005;Action;THQ;0.01;0;0;0;0.02
15824;Farm Frenzy;PC;2008;Strategy;Mumbo Jumbo;0.01;0;0;0;0.02
15827;A Vampyre Story;PC;2008;Adventure;Crimson Cow;0;0.01;0;0;0.02
15834;LifeSigns: Surgical Unit;DS;2005;Simulation;JoWood Productions;0.01;0.01;0;0;0.02
15836;Kao the Kangaroo Round 2;GC;2005;Platform;JoWood Productions;0.01;0;0;0;0.02
15838;Sniper Elite;PC;2005;Shooter;MC2 Entertainment;0;0.01;0;0;0.02
15840;FIFA Soccer 08;PC;2007;Sports;Electronic Arts;0;0.01;0;0;0.02
15841;Zoey 101: Field Trip Fiasco;DS;2007;Action;THQ;0.02;0;0;0;0.02
15856;Dragon Booster;DS;2005;Shooter;Konami Digital Entertainment;0.02;0;0;0;0.02
15858;Drakensang: The Dark Eye;PC;2009;Role-Playing;Eidos Interactive;0.01;0;0;0;0.02
15863;Contrast;PC;2013;Platform;Focus Home Interactive;0;0.01;0;0;0.02
15872;Elven Legacy;PC;2009;Strategy;Paradox Interactive;0.01;0;0;0;0.02
15873;V-Rally 3;XB;2003;Racing;Atari;0.01;0;0;0;0.02
15875;Dead to Rights;GBA;2004;Shooter;Zoo Digital Publishing;0.01;0;0;0;0.02
15877;Majesty 2: The Fantasy Kingdom Sim;PC;2009;Simulation;Paradox Interactive;0.01;0;0;0;0.02
15894;Trigger Man;GC;2004;Shooter;Crave Entertainment;0.01;0;0;0;0.02
15897;Antz Extreme Racing;XB;2002;Racing;Empire Interactive;0.01;0;0;0;0.02
15898;Enemy Territory: Quake Wars;PC;2007;Shooter;Activision;0.01;0;0;0;0.02
15902;Triggerheart Exelica;DC;2007;Shooter;Warashi;0;0;0.02;0;0.02
15904;Games Explosion!;GBA;2006;Action;THQ;0.01;0;0;0;0.02
15912;Kao the Kangaroo Round 2;PS2;2005;Platform;JoWood Productions;0.01;0.01;0;0;0.02
15914;Robopon 2: Ring Version;GBA;2001;Role-Playing;Hudson Entertainment;0.01;0;0;0;0.02
15915;Evil Genius;PC;2004;Strategy;Vivendi Games;0;0.01;0;0;0.02
15924;Online Chess Kingdoms;PSP;2006;Misc;Konami Digital Entertainment;0.01;0;0;0;0.02
15926;Pillars of Eternity;PC;2014;Role-Playing;Paradox Interactive;0;0.01;0;0;0.02
15930;Race Driver: Create & Race;DS;2007;Racing;Codemasters;0.01;0;0;0;0.02
15939;Iron Soldier 3;PS;1999;Simulation;Telegames;0.01;0.01;0;0;0.02
15941;Space Invaders Revolution;DS;2005;Shooter;Rising Star Games;0.01;0;0;0;0.02
15944;Myst;PSP;2006;Adventure;Midway Games;0;0.01;0;0;0.02
15945;UNO 52;DS;2006;Misc;Zoo Digital Publishing;0.01;0;0;0;0.02
15953;Just Cause;PS2;2006;Action;Eidos Interactive;0.01;0.01;0;0;0.02
15961;Drone Tactics;DS;2007;Strategy;Success;0.01;0;0;0;0.02
15962;Technic Beat;PS2;2002;Misc;Arika;0.01;0.01;0;0;0.02
15965;Imperium Romanum;PC;2008;Strategy;Kalypso Media;0;0.01;0;0;0.02
15978;You Don't Know Jack;PC;1995;Misc;Vivendi Games;0.01;0;0;0;0.02
15983;Turok;PC;2008;Action;Touchstone;0;0.01;0;0;0.01
15990;Blackthorne;GBA;2003;Action;Activision;0.01;0;0;0;0.01
15991;Don Bradman Cricket 14;X360;2014;Sports;Tru Blu Entertainment;0;0.01;0;0;0.01
15994;Donkey Kong Jungle Beat;Wii;2008;Platform;Nintendo;0;0.01;0;0;0.01
15996;Blazblue: Continuum Shift Extend;PSP;2012;Fighting;Arc System Works;0;0;0.01;0;0.01
16002;Mortal Kombat;PC;1994;Fighting;Acclaim Entertainment;0.01;0;0;0;0.01
16004;Diary Girl;DS;2008;Misc;Konami Digital Entertainment;0.01;0;0;0;0.01
16006;Serious Sam II;PC;2005;Shooter;Take-Two Interactive;0;0.01;0;0;0.01
